timestamp,trade_id,symbol,direction,strategy,confidence,entry_price,stop_loss,take_profit,position_size,risk_amount,market_conditions,indicators,status,blocked_reason,exit_time,exit_price,pnl,pnl_pips,exit_reason,max_favorable,max_adverse,duration_minutes,session,order_flow_bias,multi_tf_alignment
2025-10-29T00:03:57.266731,19642,EUR_JPY,sell,trend_following,0.8800000000000001,176.751,176.98999999999998,175.35999999999999,456405,653.346404,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.0972583111130922, ""spread_pips"": 2.5999999999982037, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.8, ""regime"": ""neutral""}","{""rsi"": 17.139618508083977, ""macd"": -0.04672139370566697, ""macd_signal"": -0.012195905478089106, ""bb_upper"": 177.44176929032287, ""bb_lower"": 177.04583070967718, ""atr"": 0.0972583111130922, ""momentum"": -0.36199999999999477, ""stoch_k"": 14.4267707805193, ""stoch_d"": 24.42335532584121}",EXECUTED,,,,,,,,,,tokyo,0.0,True
2025-10-30T15:06:29.716581,19728,GBP_USD,sell,momentum_pullback,0.95,1.31552,1.31816,1.30186,362739,659.165843,"{""session"": ""london_ny_overlap"", ""session_quality"": 1.0, ""volatility"": 0.001005003495825594, ""spread_pips"": 1.2999999999996348, ""trend_strength"": -0.4, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.75, ""regime"": ""neutral""}","{""rsi"": 48.874621662639115, ""macd"": 8.718523579887005e-05, ""macd_signal"": 0.00010772263483608757, ""bb_upper"": 1.3179712865217594, ""bb_lower"": 1.3138387134782434, ""atr"": 0.001005003495825594, ""momentum"": -0.0009600000000000719, ""stoch_k"": 28.985705908140968, ""stoch_d"": 38.28304560117615}",EXECUTED,,,,,,,,,,london_ny_overlap,0.0,True
2026-02-17T20:17:56.457419,BLOCKED_USD_JPY_1771359476,USD_JPY,sell,trend_following,0.8500000000000001,153.271,153.87099999999998,151.97099999999998,0,0,"{""session"": ""ny"", ""session_quality"": 0.8, ""volatility"": 0.06262588014615468, ""spread_pips"": 1.6000000000019554, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.5, ""regime"": ""neutral""}","{""rsi"": 39.17470972370019, ""macd"": -0.045385632842339874, ""macd_signal"": -0.041057253928125155, ""bb_upper"": 153.4215782918938, ""bb_lower"": 153.23502170810656, ""atr"": 0.06262588014615468, ""momentum"": -0.08400000000000318, ""stoch_k"": 31.149927219794147, ""stoch_d"": 23.505744709044738}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,ny,,
2026-02-17T20:19:13.371992,BLOCKED_USD_JPY_1771359553,USD_JPY,sell,trend_following,0.8500000000000001,153.271,153.87099999999998,151.97099999999998,0,0,"{""session"": ""ny"", ""session_quality"": 0.8, ""volatility"": 0.06262588014615468, ""spread_pips"": 1.500000000001478, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.5, ""regime"": ""neutral""}","{""rsi"": 39.17470972370019, ""macd"": -0.045385632842339874, ""macd_signal"": -0.041057253928125155, ""bb_upper"": 153.4215782918938, ""bb_lower"": 153.23502170810656, ""atr"": 0.06262588014615468, ""momentum"": -0.08400000000000318, ""stoch_k"": 31.149927219794147, ""stoch_d"": 23.505744709044738}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,ny,,
2026-02-17T20:23:10.954622,BLOCKED_USD_JPY_1771359790,USD_JPY,sell,trend_following,0.8500000000000001,153.27,153.87,151.97,0,0,"{""session"": ""ny"", ""session_quality"": 0.8, ""volatility"": 0.061652603774436085, ""spread_pips"": 1.4999999999986358, ""trend_strength"": -1.0, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.5, ""regime"": ""neutral""}","{""rsi"": 38.95095405966437, ""macd"": -0.04435285663331001, ""macd_signal"": -0.04171637840713926, ""bb_upper"": 153.41776401944173, ""bb_lower"": 153.2296359805586, ""atr"": 0.061652603774436085, ""momentum"": -0.08199999999999363, ""stoch_k"": 39.301310043667264, ""stoch_d"": 30.968643195716783}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,ny,,
2026-02-17T20:32:46.539807,BLOCKED_USD_JPY_1771360366,USD_JPY,sell,trend_following,0.8500000000000001,153.246,153.846,151.946,0,0,"{""session"": ""ny"", ""session_quality"": 0.8, ""volatility"": 0.058103521651672325, ""spread_pips"": 1.3999999999981583, ""trend_strength"": -0.5, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.5, ""regime"": ""neutral""}","{""rsi"": 40.35055572223413, ""macd"": -0.04030012238641234, ""macd_signal"": -0.041491478691115635, ""bb_upper"": 153.41645112400113, ""bb_lower"": 153.2231488759992, ""atr"": 0.058103521651672325, ""momentum"": -0.08599999999998431, ""stoch_k"": 45.41484716157521, ""stoch_d"": 43.18292091217944}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,ny,,
2026-02-17T20:51:22.164059,BLOCKED_USD_JPY_1771361482,USD_JPY,sell,trend_following,0.8550000000000001,153.242,153.84199999999998,151.94199999999998,0,0,"{""session"": ""ny"", ""session_quality"": 0.8, ""volatility"": 0.057091314223980026, ""spread_pips"": 1.6999999999995907, ""trend_strength"": -0.5, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.55, ""regime"": ""neutral""}","{""rsi"": 38.7153826420744, ""macd"": -0.03849621852734231, ""macd_signal"": -0.040467200157114566, ""bb_upper"": 153.40780212878883, ""bb_lower"": 153.19769787121152, ""atr"": 0.057091314223980026, ""momentum"": -0.007000000000005002, ""stoch_k"": 35.22561863173278, ""stoch_d"": 34.93449781659447}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,ny,,
2026-02-17T21:20:12.764923,BLOCKED_USD_JPY_1771363212,USD_JPY,sell,trend_following,0.8500000000000001,153.252,153.852,151.952,0,0,"{""session"": ""ny"", ""session_quality"": 0.8, ""volatility"": 0.05398063857071506, ""spread_pips"": 1.5999999999991132, ""trend_strength"": -0.5, ""trend_direction"": ""bearish"", ""order_flow"": 0.0, ""multi_tf_bias"": -0.5, ""regime"": ""neutral""}","{""rsi"": 42.80081951069724, ""macd"": -0.029822231080288475, ""macd_signal"": -0.03415188532325544, ""bb_upper"": 153.3509687828016, ""bb_lower"": 153.19563121719864, ""atr"": 0.05398063857071506, ""momentum"": -0.02400000000000091, ""stoch_k"": 44.29642880968672, ""stoch_d"": 49.56677993174559}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,ny,,
2026-02-19T01:37:21.290525,BLOCKED_USD_JPY_1771465041,USD_JPY,buy,trend_following,0.9,154.926,154.326,156.226,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.08409550502279568, ""spread_pips"": 1.8999999999977035, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 62.20236714681313, ""macd"": 0.011286728865741225, ""macd_signal"": -0.00045579418315882863, ""bb_upper"": 154.85012759283026, ""bb_lower"": 154.64397240716957, ""atr"": 0.08409550502279568, ""momentum"": 0.06700000000000728, ""stoch_k"": 84.02663747491074, ""stoch_d"": 71.62185621955643}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,tokyo,,
2026-02-19T01:39:08.174114,BLOCKED_USD_JPY_1771465148,USD_JPY,buy,trend_following,0.9,154.948,154.348,156.24800000000002,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.08409550502279568, ""spread_pips"": 1.8000000000000682, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 62.20236714681313, ""macd"": 0.011286728865741225, ""macd_signal"": -0.00045579418315882863, ""bb_upper"": 154.85012759283026, ""bb_lower"": 154.64397240716957, ""atr"": 0.08409550502279568, ""momentum"": 0.06700000000000728, ""stoch_k"": 84.02663747491074, ""stoch_d"": 71.62185621955643}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,tokyo,,
2026-02-19T01:40:59.986535,BLOCKED_USD_JPY_1771465259,USD_JPY,buy,trend_following,0.9,154.932,154.332,156.232,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.08616010980408881, ""spread_pips"": 1.8999999999977035, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 67.27542078719794, ""macd"": 0.02308381743128507, ""macd_signal"": 0.004252123215805258, ""bb_upper"": 154.88565549881005, ""bb_lower"": 154.63284450118974, ""atr"": 0.08616010980408881, ""momentum"": 0.12399999999999523, ""stoch_k"": 85.05530995186086, ""stoch_d"": 79.51335850186295}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,tokyo,,
2026-02-19T01:42:52.401277,BLOCKED_USD_JPY_1771465372,USD_JPY,buy,trend_following,0.9,154.912,154.312,156.21200000000002,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.08616010980408881, ""spread_pips"": 1.6999999999995907, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 67.27542078719794, ""macd"": 0.02308381743128507, ""macd_signal"": 0.004252123215805258, ""bb_upper"": 154.88565549881005, ""bb_lower"": 154.63284450118974, ""atr"": 0.08616010980408881, ""momentum"": 0.12399999999999523, ""stoch_k"": 85.05530995186086, ""stoch_d"": 79.51335850186295}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,tokyo,,
2026-02-19T01:42:56.607644,BLOCKED_EUR_JPY_1771465376,EUR_JPY,buy,trend_following,0.9,182.691,182.091,183.991,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.0993021562627224, ""spread_pips"": 2.600000000001046, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 72.95886233704287, ""macd"": 0.04796155837459537, ""macd_signal"": 0.02375491402402524, ""bb_upper"": 182.63984903057346, ""bb_lower"": 182.29945096942654, ""atr"": 0.0993021562627224, ""momentum"": 0.21699999999998454, ""stoch_k"": 88.04595379950666, ""stoch_d"": 86.93186939279418}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,tokyo,,
2026-02-19T01:44:36.773356,BLOCKED_USD_JPY_1771465476,USD_JPY,buy,trend_following,0.9,154.922,154.322,156.222,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.08616010980408881, ""spread_pips"": 1.5999999999991132, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 67.27542078719794, ""macd"": 0.02308381743128507, ""macd_signal"": 0.004252123215805258, ""bb_upper"": 154.88565549881005, ""bb_lower"": 154.63284450118974, ""atr"": 0.08616010980408881, ""momentum"": 0.12399999999999523, ""stoch_k"": 85.05530995186086, ""stoch_d"": 79.51335850186295}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,tokyo,,
2026-02-19T01:44:40.859185,BLOCKED_EUR_JPY_1771465480,EUR_JPY,buy,trend_following,0.9,182.689,182.089,183.989,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.0993021562627224, ""spread_pips"": 2.5000000000005684, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 72.95886233704287, ""macd"": 0.04796155837459537, ""macd_signal"": 0.02375491402402524, ""bb_upper"": 182.63984903057346, ""bb_lower"": 182.29945096942654, ""atr"": 0.0993021562627224, ""momentum"": 0.21699999999998454, ""stoch_k"": 88.04595379950666, ""stoch_d"": 86.93186939279418}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,tokyo,,
2026-02-19T01:46:27.729551,BLOCKED_USD_JPY_1771465587,USD_JPY,buy,trend_following,0.9,154.962,154.362,156.262,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.08393438403600469, ""spread_pips"": 1.8999999999977035, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 64.99788537157426, ""macd"": 0.030787128164178057, ""macd_signal"": 0.009559112732119231, ""bb_upper"": 154.9064456479272, ""bb_lower"": 154.63765435207253, ""atr"": 0.08393438403600469, ""momentum"": 0.20199999999999818, ""stoch_k"": 88.71225071225126, ""stoch_d"": 85.93139937967437}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,tokyo,,
2026-02-19T01:48:23.152518,BLOCKED_USD_JPY_1771465703,USD_JPY,buy,trend_following,0.9,154.962,154.362,156.262,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.08393438403600469, ""spread_pips"": 1.8999999999977035, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 64.99788537157426, ""macd"": 0.030787128164178057, ""macd_signal"": 0.009559112732119231, ""bb_upper"": 154.9064456479272, ""bb_lower"": 154.63765435207253, ""atr"": 0.08393438403600469, ""momentum"": 0.20199999999999818, ""stoch_k"": 88.71225071225126, ""stoch_d"": 85.93139937967437}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,tokyo,,
2026-02-19T01:49:49.906088,BLOCKED_USD_JPY_1771465789,USD_JPY,buy,trend_following,0.9,154.972,154.372,156.27200000000002,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.08393438403600469, ""spread_pips"": 2.1000000000015007, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 64.99788537157426, ""macd"": 0.030787128164178057, ""macd_signal"": 0.009559112732119231, ""bb_upper"": 154.9064456479272, ""bb_lower"": 154.63765435207253, ""atr"": 0.08393438403600469, ""momentum"": 0.20199999999999818, ""stoch_k"": 88.71225071225126, ""stoch_d"": 85.93139937967437}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,tokyo,,
2026-02-19T01:51:14.863696,BLOCKED_USD_JPY_1771465874,USD_JPY,buy,trend_following,0.9,154.984,154.38400000000001,156.28400000000002,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.08415335633619335, ""spread_pips"": 1.9000000000005457, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 69.14587236952434, ""macd"": 0.0411781906063311, ""macd_signal"": 0.015882922140075233, ""bb_upper"": 154.9408611973844, ""bb_lower"": 154.63183880261542, ""atr"": 0.08415335633619335, ""momentum"": 0.23799999999999955, ""stoch_k"": 89.67914681189275, ""stoch_d"": 87.81556915866838}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,tokyo,,
2026-02-19T01:51:18.764503,BLOCKED_EUR_JPY_1771465878,EUR_JPY,buy,trend_following,0.9,182.794,182.19400000000002,184.09400000000002,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.09884726575467441, ""spread_pips"": 2.9000000000024784, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 74.52805424568425, ""macd"": 0.06842261871000233, ""macd_signal"": 0.0377956277452899, ""bb_upper"": 182.7133820306713, ""bb_lower"": 182.3031179693287, ""atr"": 0.09884726575467441, ""momentum"": 0.3240000000000123, ""stoch_k"": 90.19614037793251, ""stoch_d"": 89.40035758431351}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,tokyo,,
2026-02-19T01:52:34.386304,BLOCKED_USD_JPY_1771465954,USD_JPY,buy,trend_following,0.9,154.986,154.386,156.286,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.08415335633619335, ""spread_pips"": 1.6999999999995907, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 69.14587236952434, ""macd"": 0.0411781906063311, ""macd_signal"": 0.015882922140075233, ""bb_upper"": 154.9408611973844, ""bb_lower"": 154.63183880261542, ""atr"": 0.08415335633619335, ""momentum"": 0.23799999999999955, ""stoch_k"": 89.67914681189275, ""stoch_d"": 87.81556915866838}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,tokyo,,
2026-02-19T01:53:53.786073,BLOCKED_USD_JPY_1771466033,USD_JPY,buy,trend_following,0.9,154.987,154.387,156.287,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.08415335633619335, ""spread_pips"": 1.999999999998181, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 69.14587236952434, ""macd"": 0.0411781906063311, ""macd_signal"": 0.015882922140075233, ""bb_upper"": 154.9408611973844, ""bb_lower"": 154.63183880261542, ""atr"": 0.08415335633619335, ""momentum"": 0.23799999999999955, ""stoch_k"": 89.67914681189275, ""stoch_d"": 87.81556915866838}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,tokyo,,
2026-02-19T01:55:16.379056,BLOCKED_USD_JPY_1771466116,USD_JPY,buy,trend_following,0.9,154.985,154.38500000000002,156.28500000000003,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.08078525938176419, ""spread_pips"": 1.8000000000000682, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 69.60608878839352, ""macd"": 0.049408473368202976, ""macd_signal"": 0.022588026589320732, ""bb_upper"": 154.97218441899554, ""bb_lower"": 154.62611558100423, ""atr"": 0.08078525938176419, ""momentum"": 0.2699999999999818, ""stoch_k"": 92.33848747123123, ""stoch_d"": 90.24329499845851}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,tokyo,,
2026-02-19T01:56:35.470915,BLOCKED_USD_JPY_1771466195,USD_JPY,buy,trend_following,0.9,154.966,154.366,156.26600000000002,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.08078525938176419, ""spread_pips"": 1.9000000000005457, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 69.60608878839352, ""macd"": 0.049408473368202976, ""macd_signal"": 0.022588026589320732, ""bb_upper"": 154.97218441899554, ""bb_lower"": 154.62611558100423, ""atr"": 0.08078525938176419, ""momentum"": 0.2699999999999818, ""stoch_k"": 92.33848747123123, ""stoch_d"": 90.24329499845851}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,tokyo,,
2026-02-19T01:56:39.267082,BLOCKED_EUR_JPY_1771466199,EUR_JPY,buy,trend_following,0.9,182.783,182.183,184.083,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.0979296042386777, ""spread_pips"": 2.4999999999977263, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 76.46614864571855, ""macd"": 0.08098085345255868, ""macd_signal"": 0.046432661906414534, ""bb_upper"": 182.76571103996693, ""bb_lower"": 182.29218896003303, ""atr"": 0.0979296042386777, ""momentum"": 0.3509999999999991, ""stoch_k"": 91.97061883747192, ""stoch_d"": 90.7085792636354}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,tokyo,,
2026-02-19T01:57:49.811118,BLOCKED_USD_JPY_1771466269,USD_JPY,buy,trend_following,0.895,154.963,154.363,156.263,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.08078525938176419, ""spread_pips"": 1.8000000000000682, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 0.95, ""regime"": ""neutral""}","{""rsi"": 69.60608878839352, ""macd"": 0.049408473368202976, ""macd_signal"": 0.022588026589320732, ""bb_upper"": 154.97218441899554, ""bb_lower"": 154.62611558100423, ""atr"": 0.08078525938176419, ""momentum"": 0.2699999999999818, ""stoch_k"": 92.33848747123123, ""stoch_d"": 90.24329499845851}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,tokyo,,
2026-02-19T01:57:52.865008,BLOCKED_EUR_JPY_1771466272,EUR_JPY,buy,trend_following,0.895,182.791,182.191,184.091,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.0979296042386777, ""spread_pips"": 2.899999999999636, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 0.95, ""regime"": ""neutral""}","{""rsi"": 76.46614864571855, ""macd"": 0.08098085345255868, ""macd_signal"": 0.046432661906414534, ""bb_upper"": 182.76571103996693, ""bb_lower"": 182.29218896003303, ""atr"": 0.0979296042386777, ""momentum"": 0.3509999999999991, ""stoch_k"": 91.97061883747192, ""stoch_d"": 90.7085792636354}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,tokyo,,
2026-02-19T01:59:06.036647,BLOCKED_USD_JPY_1771466346,USD_JPY,buy,trend_following,0.895,154.951,154.351,156.251,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.08078525938176419, ""spread_pips"": 1.9000000000005457, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 0.95, ""regime"": ""neutral""}","{""rsi"": 69.60608878839352, ""macd"": 0.049408473368202976, ""macd_signal"": 0.022588026589320732, ""bb_upper"": 154.97218441899554, ""bb_lower"": 154.62611558100423, ""atr"": 0.08078525938176419, ""momentum"": 0.2699999999999818, ""stoch_k"": 92.33848747123123, ""stoch_d"": 90.24329499845851}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,tokyo,,
2026-02-19T01:59:09.358182,BLOCKED_EUR_JPY_1771466349,EUR_JPY,buy,trend_following,0.9,182.781,182.181,184.08100000000002,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.0979296042386777, ""spread_pips"": 2.899999999999636, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 76.46614864571855, ""macd"": 0.08098085345255868, ""macd_signal"": 0.046432661906414534, ""bb_upper"": 182.76571103996693, ""bb_lower"": 182.29218896003303, ""atr"": 0.0979296042386777, ""momentum"": 0.3509999999999991, ""stoch_k"": 91.97061883747192, ""stoch_d"": 90.7085792636354}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,tokyo,,
2026-02-19T02:00:46.385007,BLOCKED_USD_JPY_1771466446,USD_JPY,buy,trend_following,0.895,154.981,154.381,156.281,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.07922917007927587, ""spread_pips"": 1.8000000000000682, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 0.95, ""regime"": ""neutral""}","{""rsi"": 65.26300002155648, ""macd"": 0.05298024892903186, ""macd_signal"": 0.0286664638207117, ""bb_upper"": 154.9927400773413, ""bb_lower"": 154.62365992265848, ""atr"": 0.07922917007927587, ""momentum"": 0.2750000000000057, ""stoch_k"": 93.87694900969295, ""stoch_d"": 91.96486109760575}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,tokyo,,
2026-02-19T02:00:55.667572,BLOCKED_EUR_JPY_1771466455,EUR_JPY,buy,trend_following,0.895,182.805,182.205,184.10500000000002,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.09679177476609259, ""spread_pips"": 2.800000000002001, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 0.95, ""regime"": ""neutral""}","{""rsi"": 70.93082913271121, ""macd"": 0.08670618441121292, ""macd_signal"": 0.05448735721078106, ""bb_upper"": 182.8001225113568, ""bb_lower"": 182.2915774886432, ""atr"": 0.09679177476609259, ""momentum"": 0.34200000000001296, ""stoch_k"": 93.09832630434198, ""stoch_d"": 91.7550285065822}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,tokyo,,
2026-02-19T02:02:42.072563,BLOCKED_USD_JPY_1771466562,USD_JPY,buy,trend_following,0.9,155.0,154.4,156.3,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.07922917007927587, ""spread_pips"": 1.5999999999991132, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 65.26300002155648, ""macd"": 0.05298024892903186, ""macd_signal"": 0.0286664638207117, ""bb_upper"": 154.9927400773413, ""bb_lower"": 154.62365992265848, ""atr"": 0.07922917007927587, ""momentum"": 0.2750000000000057, ""stoch_k"": 93.87694900969295, ""stoch_d"": 91.96486109760575}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,tokyo,,
2026-02-19T02:02:52.570036,BLOCKED_EUR_JPY_1771466572,EUR_JPY,buy,trend_following,0.9,182.815,182.215,184.115,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.09679177476609259, ""spread_pips"": 2.400000000000091, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 70.93082913271121, ""macd"": 0.08670618441121292, ""macd_signal"": 0.05448735721078106, ""bb_upper"": 182.8001225113568, ""bb_lower"": 182.2915774886432, ""atr"": 0.09679177476609259, ""momentum"": 0.34200000000001296, ""stoch_k"": 93.09832630434198, ""stoch_d"": 91.7550285065822}",BLOCKED,Pre-check margin insufficient: 0.04x,,,,,,,,,,tokyo,,
2026-02-19T02:04:44.257679,BLOCKED_USD_JPY_1771466684,USD_JPY,buy,trend_following,0.9,154.993,154.393,156.293,0,0,"{""session"": ""tokyo"", ""session_quality"": 0.7, ""volatility"": 0.07922917007927587, ""spread_pips"": 1.6999999999995907, ""trend_strength"": 1.0, ""trend_direction"": ""bullish"", ""order_flow"": 0.0, ""multi_tf_bias"": 1.0, ""regime"": ""neutral""}","{""rsi"": 65.26300002155648, ""macd"": 0.05298024892903186, ""macd_signal"": 0.0286664638207117, ""bb_upper"": 154.9927400773413, ""bb_lower"": 154.62365992265848, ""atr"": 0.07922917007927587, ""momentum"": 0.2750000000000057, ""stoch_k"": 93.87694900969295, ""stoch_d"": 91.96486109760575}",BLOCKED,Pre-check margin insufficient: 0.05x,,,,,,,,,,tokyo,,
